OUTPUT:

Vasicek optimized parameters: a = 0.0018759731562042567, b = 2.5811470673215773, sigma = 0.056765551548106426
CIR optimized parameters: a = 0.0018759731562042418, b = 2.581146487427231, sigma = 0.05676555154810597

      Date  Actual_IR  Predicted_IR_Vasicek  Predicted_IR_CIR  Vasicek_volatility  CIR_volatility
2024-06-26       4.32              2.546726          2.526402            1.773274        1.793598
2024-06-27       4.29              2.458936          2.422917            1.831064        1.867083
2024-06-28       4.36              2.565151          2.273930            1.794849        2.086070
2024-07-01       4.48              2.635203          2.299508            1.844797        2.180492
2024-07-02       4.43              2.644705          2.362002            1.785295        2.067998
2024-07-03       4.36              2.743246          2.494013            1.616754        1.865987
2024-07-05       4.28              2.662747          2.423448            1.617253        1.856552
2024-07-08       4.28              2.699274          2.387445            1.580726        1.892555
2024-07-09       4.30              2.778643          2.405231            1.521357        1.894769
2024-07-10       4.28              2.748734          2.409084            1.531266        1.870916
2024-07-11       4.20              2.660781          2.539252            1.539219        1.660748
2024-07-12       4.18              2.590076          2.567543            1.589924        1.612457
2024-07-15       4.23              2.623452          2.604588            1.606548        1.625412
2024-07-16       4.17              2.695818          2.643781            1.474182        1.526219
2024-07-17       4.16              2.651582          2.691657            1.508418        1.468343
2024-07-18       4.20              2.812112          2.676794            1.387888        1.523206
2024-07-19       4.25              2.814970          2.690095            1.435030        1.559905
2024-07-22       4.26              2.847136          2.692522            1.412864        1.567478
2024-07-23       4.25              2.826111          2.705860            1.423889        1.544140
2024-07-24       4.28              2.983498          2.850579            1.296502        1.429421
2024-07-25       4.27              2.936443          2.895907            1.333557        1.374093
2024-07-26       4.20              2.977440          2.842275            1.222560        1.357725
2024-07-29       4.17              3.013702          2.897673            1.156298        1.272327
2024-07-30       4.15              3.048966          2.837534            1.101034        1.312466
2024-07-31       4.09              3.065181          2.907314            1.024819        1.182686
2024-08-01       3.99              3.135639          2.901991            0.854361        1.088009
2024-08-02       3.80              3.180577          2.883790            0.619423        0.916210
2024-08-05       3.78              3.146576          2.926994            0.633424        0.853006
2024-08-06       3.90              3.115113          2.904385            0.784887        0.995615
2024-08-07       3.96              3.137562          2.843698            0.822438        1.116302
2024-08-08       3.99              3.220269          2.963795            0.769731        1.026205
2024-08-09       3.94              3.253362          2.911268            0.686638        1.028732
2024-08-12       3.90              3.286388          2.700134            0.613612        1.199866
2024-08-13       3.85              3.341442          2.636667            0.508558        1.213333
2024-08-14       3.83              3.324037          2.674106            0.505963        1.155894
2024-08-15       3.92              3.312346          2.638341            0.607654        1.281659
2024-08-16       3.89              3.317150          2.607027            0.572850        1.282973
2024-08-19       3.86              3.327281          2.560527            0.532719        1.299473
2024-08-20       3.82              3.422730          2.600961            0.397270        1.219039
2024-08-21       3.79              3.327568          2.636208            0.462432        1.153792
2024-08-22       3.86              3.387659          2.634531            0.472341        1.225469
2024-08-23       3.81              3.383344          2.656848            0.426656        1.153152
2024-08-26       3.82              3.392147          2.700580            0.427853        1.119420
2024-08-27       3.83              3.343834          2.680827            0.486166        1.149173
2024-08-28       3.84              3.262297          2.697337            0.577703        1.142663
2024-08-29       3.87              3.267819          2.743280            0.602181        1.126720
2024-08-30       3.91              3.277753          2.807140            0.632247        1.102860
2024-09-03       3.84              3.264884          2.719403            0.575116        1.120597
2024-09-04       3.77              3.283737          2.842772            0.486263        0.927228
2024-09-05       3.73              3.161391          2.939997            0.568609        0.790003

Vasicek overall volatility: 0.056867995872713725
CIR overall volatility:0.05868268979485365

Vasicek Test MSE: 3.5060524785551763
Vasicek Test R²: -1.5172667891230494
CIR Test MSE: 2.0986433299651184
CIR Test R²: -0.506778688866867
